1	3
2	3
3	2
4	3
5	4
6	5
7	3
8	4
9	3
10	3
11	2
12	5
13	6
14	3
15	3
16	5
17	5
18	4
19	6
20	4
21	3
22	5
23	2
24	4
25	3
26	3
27	3
28	3
29	5
30	2
31	5
32	3
33	2
34	3
35	3
36	5
37	2
38	5
39	5
40	5
41	3
42	3
43	4
44	3
45	5
46	3
47	2
48	5
49	5
50	5
51	3
52	3
53	5
54	4
55	5
56	6
57	5
58	3
59	5
60	5
61	3
62	4
63	2
64	2
65	5
66	2
67	3
68	5
69	6
70	2
71	3
72	6
73	5
74	3
75	2
76	3
77	3
78	2
79	5
80	4
81	5
82	4
83	5
84	3
85	5
86	3
87	4
88	4
89	5
90	5
91	2
92	5
93	4
94	3
95	2
96	6
97	2
98	3
99	5
100	3
101	5
102	5
103	3
104	3
105	5
106	2
107	3
108	5
109	5
110	3
111	5
112	5
113	4
114	5
115	3
116	4
117	4
118	3
119	3
120	4
121	2
122	1
123	3
124	4
125	5
126	2
127	1
128	4
129	5
130	3
131	3
132	3
133	2
134	3
135	1
136	5
137	3
138	5
139	2
140	3
141	3
142	3
143	3
144	5
145	3
146	6
147	2
148	4
149	5
150	4
151	5
152	3
153	4
154	5
155	4
156	2
157	1
158	3
159	2
160	3
161	2
162	3
163	2
164	4
165	5
166	2
167	3
168	3
169	3
170	5
171	3
172	4
173	3
174	5
175	4
176	3
177	3
178	3
179	3
180	3
181	3
182	3
183	3
184	3
185	2
186	3
187	5
188	3
189	4
190	3
191	3
192	5
193	5
194	5
195	5
196	2
197	3
198	2
199	5
200	5
201	2
202	4
203	5
204	5
205	3
206	5
207	3
208	4
209	5
210	3
211	5
212	5
213	3
214	5
215	3
216	3
217	4
218	5
219	5
220	3
221	4
222	3
223	3
224	2
225	5
226	5
227	2
228	3
229	4
230	3
231	4
232	3
233	5
234	3
235	5
236	3
237	5
238	3
239	3
240	1
241	5
242	5
243	3
244	3
245	5
246	5
247	4
248	2
249	5
250	5
251	3
252	3
253	4
254	5
255	3
256	5
257	5
258	4
259	5
260	5
261	3
262	4
263	3
264	5
265	5
266	5
267	4
268	3
269	4
270	3
271	3
272	5
273	5
274	4
275	3
276	5
277	5
278	5
279	5
280	5
281	4
282	5
283	3
284	5
285	4
286	5
287	3
288	5
289	1
290	3
291	3
292	2
293	5
294	5
295	5
296	5
297	4
298	5
299	3
300	4
301	3
302	3
303	3
304	3
305	4
306	3
307	3
308	2
309	5
310	3
311	4
312	5
313	2
314	6
315	4
316	2
317	5
318	3
319	4
320	5
321	3
322	3
323	5
324	2
325	5
326	2
327	5
328	4
329	5
330	2
331	2
332	3
333	5
334	5
335	3
336	3
337	4
338	4
339	5
340	3
341	5
342	4
343	5
344	5
345	3
346	5
347	2
348	3
349	3
350	5
351	3
352	4
353	5
354	3
355	3
356	5
357	4
358	3
359	5
360	2
361	2
362	4
363	2
364	5
365	2
366	2
367	5
368	5
369	5
370	5
371	3
372	1
373	6
374	5
375	4
376	2
377	5
378	3
379	5
380	5
381	2
382	6
383	5
384	3
385	2
386	2
387	5
388	5
389	2
390	3
391	3
392	2
393	5
394	5
395	2
396	2
397	6
398	2
399	5
400	4
401	5
402	5
403	3
404	4
405	3
406	5
407	1
408	3
409	5
410	5
411	3
412	5
413	3
414	4
415	3
416	3
417	3
418	5
419	3
420	1
421	3
422	3
423	2
424	3
425	5
426	4
427	6
428	1
429	5
430	2
431	4
432	5
433	5
434	2
435	2
436	2
437	2
438	2
439	2
440	6
441	3
442	2
443	3
444	5
445	3
446	5
447	5
448	5
449	2
450	4
451	5
452	2
453	3
454	4
455	5
456	2
457	5
458	5
459	4
460	5
461	5
462	3
463	5
464	6
465	4
466	3
467	2
468	2
469	5
470	5
471	5
472	4
473	5
474	3
475	3
476	5
477	5
478	3
479	3
480	5
481	5
482	2
483	4
484	5
485	2
486	5
487	6
488	2
489	3
490	3
491	5
492	4
493	3
494	5
495	3
496	5
497	2
498	5
499	3
500	5
501	4
502	3
503	5
504	3
505	5
506	5
507	3
508	3
509	5
510	4
511	5
512	2
513	2
514	5
515	5
516	5
517	5
518	5
519	5
520	4
521	5
522	5
523	3
524	5
525	3
526	2
527	5
528	5
529	2
530	2
531	5
532	5
533	3
534	3
535	3
536	1
537	3
538	2
539	3
540	2
541	3
542	4
543	5
544	5
545	5
546	3
547	2
548	5
549	5
550	2
551	5
552	2
553	4
554	3
555	2
556	3
557	5
558	3
559	3
560	3
561	3
562	3
563	2
564	3
565	5
566	3
567	1
568	5
569	4
570	3
571	5
572	3
573	4
574	2
575	3
576	3
577	5
578	5
579	2
580	4
581	5
582	3
583	5
584	5
585	5
586	5
587	6
588	2
589	2
590	4
591	2
592	5
593	6
594	3
595	3
596	4
597	4
598	5
599	3
600	5
601	3
602	5
603	3
604	3
605	5
606	1
607	5
608	5
609	5
610	4
611	3
612	3
613	2
614	3
615	5
616	3
